id,type,name,external_id
attack-pattern--0f2c410d-d740-4ed9-abb1-b8f4a7faf6c3,attack-pattern,PowerShell Profile,T1546.013
attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d,attack-pattern,JavaScript,T1059.007
attack-pattern--0ff59227-8aa8-4c09-bf1f-925605bd07ea,attack-pattern,DNS,T1590.002
attack-pattern--0fff2797-19cb-41ea-a5f1-8a9303b8158e,attack-pattern,Systemd Service,T1501
attack-pattern--101c3a64-9ba5-46c9-b573-5c501053cbca,attack-pattern,Elevated Execution with Prompt,T1514
attack-pattern--1035cdf2-3e5f-446f-a7a7-e8f6d7925967,attack-pattern,Audio Capture,T1123
attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5,attack-pattern,Create or Modify System Process,T1543
attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,attack-pattern,External Remote Services,T1133
attack-pattern--10d5f3b7-6be6-4da5-9a77-0f1e2bbfcc44,attack-pattern,Component Firmware,T1109
attack-pattern--10ff21b9-5a01-4268-a1b5-3b55015f1847,attack-pattern,LC_LOAD_DYLIB Addition,T1546.006
attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff,attack-pattern,Steal Web Session Cookie,T1539
attack-pattern--1126cab1-c700-412f-a510-61f4937bb096,attack-pattern,Container Orchestration Job,T1053.007
attack-pattern--118f61a5-eb3e-4fb6-931f-2096647f4ecd,attack-pattern,Domain Generation Algorithms,T1568.002
attack-pattern--11f29a39-0942-4d62-92b6-fe236cf3066e,attack-pattern,Double File Extension,T1036.007
attack-pattern--120d5519-3098-4e1c-9191-2aa61232f073,attack-pattern,Bypass User Account Control,T1548.002
attack-pattern--128c55d3-aeba-469f-bd3e-c8996ab4112a,attack-pattern,Timestomp,T1099
attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc,attack-pattern,Internet Connection Discovery,T1016.001
attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0,attack-pattern,Sudo and Sudo Caching,T1548.003
attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b,attack-pattern,Archive via Custom Method,T1560.003
attack-pattern--144e007b-e638-431d-a894-45d90c54ab90,attack-pattern,Modify Cloud Compute Infrastructure,T1578
attack-pattern--155207c0-7f53-4f13-a06b-0a9907ef5096,attack-pattern,Malvertising,T1583.008
attack-pattern--15dbf668-795c-41e6-8219-f0447c0e64ce,attack-pattern,Permission Groups Discovery,T1069
attack-pattern--1608f3e1-598a-42f4-a01a-2e252e81728f,attack-pattern,Email Collection,T1114
attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011,attack-pattern,Security Account Manager,T1003.002
attack-pattern--166de1c6-2814-4fe5-8438-4e80f76b169f,attack-pattern,WHOIS,T1596.002
attack-pattern--16ab6452-c3c1-497c-a47d-206018ca1ada,attack-pattern,System Firmware,T1542.001
attack-pattern--16cdd21f-da65-4e4f-bc04-dd7d198c7b26,attack-pattern,Search Victim-Owned Websites,T1594
attack-pattern--16e94db9-b5b1-4cd0-b851-f38fbd0a70f2,attack-pattern,Cloud Groups,T1069.003
attack-pattern--17cc750b-e95b-4d7d-9dde-49e0de24148c,attack-pattern,Services Registry Permissions Weakness,T1574.011
attack-pattern--17fd695c-b88c-455a-a3d1-43b6cb728532,attack-pattern,DNS/Passive DNS,T1596.001
attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,attack-pattern,Application Exhaustion Flood,T1499.003
attack-pattern--18d4ab39-12ed-4a16-9fdb-ae311bba4a0f,attack-pattern,Rc.common,T1163
attack-pattern--191cc6af-1bb2-4344-ab5f-28e496638720,attack-pattern,Compromise Software Dependencies and Development Tools,T1195.001
attack-pattern--19401639-28d0-4c3c-adcc-bc2ba22f6421,attack-pattern,Digital Certificates,T1588.004
attack-pattern--197ef1b9-e764-46c3-b96c-23f77985dc81,attack-pattern,DNS Server,T1583.002
attack-pattern--1988cc35-ced8-4dad-b2d1-7628488fa967,attack-pattern,Disk Wipe,T1561
attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,attack-pattern,DNS,T1071.004
attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3,attack-pattern,Cloud Instance Metadata API,T1552.005
attack-pattern--1a80d097-54df-41d8-9d33-34e755ec5e72,attack-pattern,Securityd Memory,T1555.002
attack-pattern--1b20efbf-8063-4fc3-a07d-b575318a301b,attack-pattern,Group Policy Discovery,T1615
attack-pattern--1b7b1806-7746-41a1-a35d-e48dae25ddba,attack-pattern,Bootkit,T1542.003
attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec,attack-pattern,Data from Removable Media,T1025
attack-pattern--1b84d551-6de8-4b96-9930-d177677c3b1d,attack-pattern,Code Signing,T1116
attack-pattern--1bae753e-8e52-4055-a66d-2ead90303ca9,attack-pattern,Mavinject,T1218.013
attack-pattern--1c2fd73a-e634-44ed-b1b5-9e7cf7404e9f,attack-pattern,Cloud Instance Metadata API,T1522
attack-pattern--1c338d0f-a65e-4073-a5c1-c06878849f21,attack-pattern,Process Hollowing,T1093
attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,attack-pattern,Local Data Staging,T1074.001
attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,attack-pattern,Match Legitimate Name or Location,T1036.005
attack-pattern--1ce03c65-5946-4ac9-9d4d-66db87e024bd,attack-pattern,Domain Fronting,T1172
attack-pattern--1cec9319-743b-4840-bb65-431547bce82a,attack-pattern,Digital Certificates,T1587.003
attack-pattern--1cfcb312-b8d7-47a4-b560-4b16cc677292,attack-pattern,Stored Data Manipulation,T1565.001
attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d,attack-pattern,Password Cracking,T1110.002
attack-pattern--1df0326d-2fbc-4d08-a16b-48365f1e742d,attack-pattern,SID-History Injection,T1178
attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004,attack-pattern,Local Email Collection,T1114.001
attack-pattern--1eaebf46-e361-4437-bc23-d5d65a3b92e3,attack-pattern,Keychain,T1555.001
attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf,attack-pattern,Boot or Logon Autostart Execution,T1547
attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc,attack-pattern,LSA Secrets,T1003.004
attack-pattern--1f47e2fd-fa77-4f2f-88ee-e85df308f125,attack-pattern,Port Monitors,T1013
attack-pattern--1f9012ef-1e10-4e48-915e-e03563435fe8,attack-pattern,Weaken Encryption,T1600
attack-pattern--1f9c2bae-b441-4f66-a8af-b65946ee72f2,attack-pattern,SAML Tokens,T1606.002
attack-pattern--20138b9d-1aac-4a26-8654-a36b6bbf2bba,attack-pattern,Spearphishing Link,T1192
attack-pattern--208884f1-7b83-4473-ac22-4e1cf6c41471,attack-pattern,Masquerade File Type,T1036.008
attack-pattern--20fb2507-d71c-455d-9b6d-6104461cf26b,attack-pattern,Service Stop,T1489
attack-pattern--212306d8-efa4-44c9-8c2d-ed3d2e224aa0,attack-pattern,Malware,T1587.001
attack-pattern--215190a9-9f02-4e83-bb5f-e0589965a302,attack-pattern,Regsvcs/Regasm,T1121
attack-pattern--215d9700-5881-48b8-8265-6449dbb7195d,attack-pattern,Device Driver Discovery,T1652
attack-pattern--2169ba87-1146-4fc7-a118-12b72251db7e,attack-pattern,Sudo Caching,T1206
attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,attack-pattern,Domain Account,T1087.002
attack-pattern--22522668-ddf6-470b-a027-9d6866679f67,attack-pattern,Active Setup,T1547.014
attack-pattern--22905430-4901-4c2a-84f6-98243cb173f8,attack-pattern,Hide Artifacts,T1564
attack-pattern--232a7e42-cd6e-4902-8fe9-2960f529dd4d,attack-pattern,Dynamic Data Exchange,T1559.002
attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,attack-pattern,Malicious File,T1204.002
attack-pattern--2339cf19-8f1e-48f7-8a91-0262ba547b6f,attack-pattern,Identify Business Tempo,T1591.003
attack-pattern--241814ae-de3f-4656-b49e-f9a80764d4b7,attack-pattern,Security Software Discovery,T1063
attack-pattern--24286c33-d4a4-4419-85c2-1d094a896c26,attack-pattern,Hardware,T1592.001
attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c,attack-pattern,Taint Shared Content,T1080
attack-pattern--24769ab5-14bd-4f4e-a752-cfb185da53ee,attack-pattern,Domain Trust Modification,T1484.002
attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,attack-pattern,Symmetric Cryptography,T1573.001
attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,attack-pattern,Local Account,T1087.001
attack-pattern--2715c335-1bf2-4efe-9f18-0691317ff83b,attack-pattern,Securityd Memory,T1167
attack-pattern--274770e0-2612-4ccf-a678-ef8e7bad365d,attack-pattern,Social Media Accounts,T1586.001
attack-pattern--27960489-4e7f-461d-a62a-f5c0cb521e4a,attack-pattern,Application Access Token,T1527
attack-pattern--28170e17-8384-415c-8486-2e6b294cb803,attack-pattern,Safe Mode Boot,T1562.009
attack-pattern--2892b9ee-ca9f-4723-b332-0dc6e843a8ae,attack-pattern,Screensaver,T1180
attack-pattern--28abec6c-4443-4b03-8206-07f2e264a6b4,attack-pattern,TFTP Boot,T1542.005
attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,attack-pattern,Windows Service,T1543.003
attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6,attack-pattern,Fast Flux DNS,T1568.001
attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,attack-pattern,System Checks,T1497.001
attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,attack-pattern,Cron,T1053.003
attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,attack-pattern,Domain Groups,T1069.002
attack-pattern--2b5aa86b-a0df-4382-848d-30abea443327,attack-pattern,Vulnerabilities,T1588.006
attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,attack-pattern,Spearphishing Link,T1566.002
attack-pattern--2ba5aa71-9d15-4b22-b726-56af06d9ad2f,attack-pattern,Startup Items,T1165
attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36,attack-pattern,Clear Linux or Mac System Logs,T1070.002
attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,attack-pattern,Application or System Exploitation,T1499.004
attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53,attack-pattern,Office Application Startup,T1137
attack-pattern--2cd950a6-16c4-404a-aa01-044322395107,attack-pattern,InstallUtil,T1218.004
attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230,attack-pattern,Spearphishing Link,T1598.003
attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,attack-pattern,SSH,T1021.004
attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3,attack-pattern,Additional Cloud Roles,T1098.003
attack-pattern--2de47683-f398-448f-b947-9abcc3e32fad,attack-pattern,Print Processors,T1547.012
attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044,attack-pattern,Disabling Security Tools,T1089
attack-pattern--2e114e45-2c50-404c-804a-3af9564d240e,attack-pattern,Disk Structure Wipe,T1487
attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,attack-pattern,Spearphishing Attachment,T1566.001
attack-pattern--2edd9d6a-5674-4326-a600-ba56de467286,attack-pattern,Credentials in Registry,T1214
attack-pattern--2f41939b-54c3-41d6-8f8b-35f1ec18ed97,attack-pattern,Stripped Payloads,T1027.008
attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64,attack-pattern,Component Object Model,T1559.001
attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,attack-pattern,DLL Search Order Hijacking,T1574.001
attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,attack-pattern,Automated Collection,T1119
attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f,attack-pattern,Clipboard Data,T1115
attack-pattern--3120b9fa-23b8-4500-ae73-09494f607b7d,attack-pattern,Proc Filesystem,T1003.007
attack-pattern--31225cd3-cd46-4575-b287-c2c14011c074,attack-pattern,Botnet,T1583.005
attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21,attack-pattern,Password Managers,T1555.005
attack-pattern--317fefa6-46c7-4062-adb6-2008cf6bcb41,attack-pattern,AppInit DLLs,T1103
attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e,attack-pattern,Gatekeeper Bypass,T1553.001
attack-pattern--31fe0ba2-62fd-4fd9-9293-4043d84f7fe9,attack-pattern,Drive-by Target,T1608.004
attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,attack-pattern,System Service Discovery,T1007
attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,attack-pattern,Network Sniffing,T1040
attack-pattern--327f3cc5-eea1-42d4-a6cd-ed34b7ce8f61,attack-pattern,Application Deployment Software,T1017
attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,attack-pattern,Code Signing,T1553.002
attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,attack-pattern,Data from Cloud Storage,T1530
attack-pattern--32ad5c86-2bcf-47d8-8fdc-d7f3d79a7490,attack-pattern,Runtime Data Manipulation,T1565.003
attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580,attack-pattern,Credentials in Registry,T1552.002
attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,attack-pattern,Network Share Discovery,T1135
attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643,attack-pattern,Peripheral Device Discovery,T1120
attack-pattern--34a80bc4-80f2-46e6-94ff-f3265a4b657c,attack-pattern,Break Process Trees,T1036.009
attack-pattern--34ab90a3-05f6-4259-8f21-621081fdaba5,attack-pattern,Network Topology,T1590.004
attack-pattern--34b3f738-bd64-40e5-a112-29b0542bc8bf,attack-pattern,Code Signing Certificates,T1587.002
attack-pattern--34e793de-0274-4982-9c1a-246ed1c19dee,attack-pattern,Windows File and Directory Permissions Modification,T1222.001
attack-pattern--34f1d81d-fe88-4f97-bd3b-a3164536255d,attack-pattern,Add-ins,T1137.006
attack-pattern--35187df2-31ed-43b6-a1f5-2f1d3d58d3f1,attack-pattern,Transport Agent,T1505.002
attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,attack-pattern,System Information Discovery,T1082
attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,attack-pattern,Application Layer Protocol,T1071
attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0,attack-pattern,Remote Data Staging,T1074.002
attack-pattern--35d30338-5bfa-41b0-a170-ec06dfd75f64,attack-pattern,Additional Container Cluster Roles,T1098.006
attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,attack-pattern,Scheduled Task/Job,T1053
attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,attack-pattern,Msiexec,T1218.007
attack-pattern--36675cd3-fe00-454c-8516-aebecacbe9d9,attack-pattern,Login Item,T1162
attack-pattern--36aa137f-5166-41f8-b2f0-a4cfa1b4133e,attack-pattern,Network Trust Dependencies,T1590.003
attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01,attack-pattern,Reflection Amplification,T1498.002
attack-pattern--3731fbcd-0e43-47ae-ae6c-d15e510f0d42,attack-pattern,Password Filter DLL,T1556.002
attack-pattern--379809f6-2fac-42c1-bd2e-e9dee70b27f8,attack-pattern,Terminal Services DLL,T1505.005
attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb,attack-pattern,AppleScript,T1059.002
attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8,attack-pattern,Browser Extensions,T1176
attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,attack-pattern,Service Exhaustion Flood,T1499.002
attack-pattern--39131305-9282-45e4-ac3b-591d2d4fc3ef,attack-pattern,Compromise Hardware Supply Chain,T1195.003
attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,attack-pattern,Native API,T1106
attack-pattern--3975dbb5-0e1e-4f5b-bae1-cf2ab84b46dc,attack-pattern,Clear Network Connection History and Configurations,T1070.007
attack-pattern--3986e7fd-a8e9-4ecb-bfc6-55920855912b,attack-pattern,AS-REP Roasting,T1558.004
attack-pattern--39a130e1-6ab7-434a-8bd2-418e7d9d6427,attack-pattern,Service Registry Permissions Weakness,T1058
attack-pattern--39cc9f64-cf74-4a48-a4d8-fe98c54a02e0,attack-pattern,Virtual Private Server,T1584.003
attack-pattern--3a40f208-a9c1-4efa-a598-4003c3681fb8,attack-pattern,Reduce Key Space,T1600.001
attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,attack-pattern,Clear Command History,T1070.003
attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e,attack-pattern,Indirect Command Execution,T1202
attack-pattern--3b3cbbe0-6ed3-4334-b543-3ddfd8c5642d,attack-pattern,Custom Cryptographic Protocol,T1024
attack-pattern--3b4121aa-fc8b-40c8-ac4f-afcb5838b72c,attack-pattern,Revert Cloud Instance,T1536
attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,attack-pattern,Replication Through Removable Media,T1091
attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,attack-pattern,Data from Local System,T1005
attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,attack-pattern,Deobfuscate/Decode Files or Information,T1140
attack-pattern--3d1b9d7e-3921-4d25-845a-7d9f15c0da44,attack-pattern,Outlook Rules,T1137.005
attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529,attack-pattern,Impair Defenses,T1562
attack-pattern--3d52e51e-f6db-4719-813c-48002a99f43a,attack-pattern,Cloud Accounts,T1586.003
attack-pattern--3dc8c101-d4db-4f4d-8150-1b5a76ca5f1b,attack-pattern,Email Accounts,T1586.002
attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,attack-pattern,Upload Malware,T1608.001
attack-pattern--3f18edba-28f4-4bb9-82c3-8aa60dcac5f7,attack-pattern,Supply Chain Compromise,T1195
attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,attack-pattern,Exploit Public-Facing Application,T1190
attack-pattern--3fc01293-ef5e-41c6-86ce-61f10706b64a,attack-pattern,Steal or Forge Kerberos Tickets,T1558
attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,attack-pattern,Credentials from Password Stores,T1555
attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807,attack-pattern,Exfiltration Over Web Service,T1567
attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,attack-pattern,Remote Access Software,T1219
attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,attack-pattern,Domains,T1583.001
attack-pattern--41868330-6ee2-4d0f-b743-9f2294c3c9b6,attack-pattern,Archive via Library,T1560.002
attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6,attack-pattern,Thread Execution Hijacking,T1055.003
attack-pattern--428ca9f8-0e33-442a-be87-f869cb4cf73e,attack-pattern,Multilayer Encryption,T1079
attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,attack-pattern,Masquerading,T1036
attack-pattern--42fe883a-21ea-4cfb-b94a-78b6476dcc83,attack-pattern,Application Shimming,T1546.011
attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,attack-pattern,Unsecured Credentials,T1552
attack-pattern--43881e51-ac74-445b-b4c6-f9f9e9bf23fe,attack-pattern,Port Monitors,T1547.010
attack-pattern--438c967d-3996-4870-bfc2-3954752a1927,attack-pattern,Clear Mailbox Data,T1070.008
attack-pattern--43ba2b05-cf72-4b6c-8243-03a4aba41ee0,attack-pattern,Login Hook,T1037.002
attack-pattern--43c9bc06-715b-42db-972f-52d25c09a20c,attack-pattern,Content Injection,T1659
attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,attack-pattern,Process Injection,T1055
attack-pattern--43f2776f-b4bd-4118-94b8-fee47e69676d,attack-pattern,Exfiltration Over Webhook,T1567.004
attack-pattern--44dca04b-808d-46ca-b25f-d85236d4b9f8,attack-pattern,Bash History,T1139
attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,attack-pattern,Traffic Signaling,T1205
attack-pattern--45241b9e-9bbc-4826-a2cc-78855e51ca09,attack-pattern,Direct Cloud VM Connections,T1021.008
attack-pattern--4579d9c9-d5b9-45e0-9848-0104637b579f,attack-pattern,Credentials from Web Browsers,T1503
attack-pattern--457c7820-d331-465a-915e-42f85500ccc4,attack-pattern,System Binary Proxy Execution,T1218
attack-pattern--45d84c8b-c1e2-474d-a14d-69b5de0a2bc0,attack-pattern,Source,T1153
attack-pattern--46944654-fcc1-4f63-9dad-628102376586,attack-pattern,DLL Search Order Hijacking,T1038
attack-pattern--478aa214-2ca7-4ec0-9978-18798e514790,attack-pattern,New Service,T1050
attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,attack-pattern,Timestomp,T1070.006
attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a,attack-pattern,Reflective Code Loading,T1620
attack-pattern--494ab9f0-36e0-4b06-b10d-57285b040a06,attack-pattern,Wi-Fi Discovery,T1016.002
attack-pattern--4a2975db-414e-4c0c-bd92-775987514b4b,attack-pattern,Ignore Process Interrupts,T1564.011
attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665,attack-pattern,Escape to Host,T1611
attack-pattern--4ab929c6-ee2d-4fb5-aab4-b14be2ed7179,attack-pattern,Shortcut Modification,T1547.009
attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830,attack-pattern,Application Window Discovery,T1010
attack-pattern--4b74a1d4-b0e9-4ef1-93f1-14ecc6e2f5b5,attack-pattern,Standard Cryptographic Protocol,T1032
attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470,attack-pattern,Email Account,T1087.003
attack-pattern--4be89c7c-ace6-4876-9377-c8d54cef3d63,attack-pattern,Hypervisor,T1062
attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,attack-pattern,Time Based Evasion,T1497.003
