id,type,name,external_id
course-of-action--34efb2fd-4dc2-40d4-a564-0c147c85034d,course-of-action,File Deletion Mitigation,T1107
course-of-action--37a3f3f5-76e6-43fe-b935-f1f494c95725,course-of-action,Exploitation for Defense Evasion Mitigation,T1211
course-of-action--383caaa3-c46a-4f61-b2e3-653eb132f0e7,course-of-action,Email Collection Mitigation,T1114
course-of-action--388606d3-f38f-45bf-885d-a9dc9df3c8a8,course-of-action,Disabling Security Tools Mitigation,T1089
course-of-action--39706d54-0d06-4a25-816a-78cc43455100,course-of-action,Data from Removable Media Mitigation,T1025
course-of-action--399d9038-b100-43ef-b28d-a5065106b935,course-of-action,Standard Non-Application Layer Protocol Mitigation,T1095
course-of-action--3a41b366-cfd6-4af2-a6e7-3c6e3c4ebcef,course-of-action,Control Panel Items Mitigation,T1196
course-of-action--3a476d83-43eb-4fad-9b75-b1febd834e3d,course-of-action,Pass the Ticket Mitigation,T1097
course-of-action--3bd2cf87-1ceb-4317-9aee-3e7dc713261b,course-of-action,Domain Generation Algorithms Mitigation,T1483
course-of-action--3e7018e9-7389-48e7-9208-0bdbcbba9483,course-of-action,Clear Command History Mitigation,T1146
course-of-action--3e9f8875-d2f7-4380-a578-84393bd3b025,course-of-action,Windows Remote Management Mitigation,T1028
course-of-action--3efe43d1-6f3f-4fcb-ab39-4a730971f70b,course-of-action,Data Backup,M1053
course-of-action--402e92cd-5608-4f4b-9a34-a2c962e4bcd7,course-of-action,Launch Daemon Mitigation,T1160
course-of-action--417fed8c-bd76-48b5-90a2-a88882a95241,course-of-action,Service Stop Mitigation,T1489
course-of-action--41cff8e9-fd05-408e-b3d5-d98c54c20bcf,course-of-action,SSH Hijacking Mitigation,T1184
course-of-action--429a5c0c-e132-45c0-a4aa-c1f736c92a1c,course-of-action,Data Encrypted for Impact Mitigation,T1486
course-of-action--4320b080-9ae9-4541-9b8b-bcd0961dbbbd,course-of-action,Data Staged Mitigation,T1074
course-of-action--43b366a4-b5ff-4d4e-8a3b-f09a9d2faff5,course-of-action,Shared Webroot Mitigation,T1051
course-of-action--44155d14-ca75-4fdf-b033-ab3d732e2884,course-of-action,Kernel Modules and Extensions Mitigation,T1215
course-of-action--4490fee2-5c70-4db3-8db5-8d88767dbd55,course-of-action,Credentials in Registry Mitigation,T1214
course-of-action--45e7f570-6a0b-4095-bf02-4bca05da6bae,course-of-action,Masquerading Mitigation,T1036
course-of-action--4689b9fb-dca4-473e-831b-34717ad50c97,course-of-action,Web Service Mitigation,T1102
course-of-action--46acc565-11aa-40ba-b629-33ba0ab9b07b,course-of-action,Resource Hijacking Mitigation,T1496
course-of-action--46b7ef91-4e1d-43c5-a2eb-00fa9444f6f4,course-of-action,Network Sniffing Mitigation,T1040
course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,course-of-action,Execution Prevention,M1038
course-of-action--49961e75-b493-423a-9ec7-ac2d6f55384a,course-of-action,Password Policy Discovery Mitigation,T1201
course-of-action--49c06d54-9002-491d-9147-8efb537fbd26,course-of-action,Credential Access Protection,M1043
course-of-action--4a99fecc-680b-448e-8fe7-8144c60d272c,course-of-action,Brute Force Mitigation,T1110
course-of-action--4b998a71-7b8f-4dcc-8f3f-277f2e740271,course-of-action,Indicator Removal from Tools Mitigation,T1066
course-of-action--4f170666-7edb-4489-85c2-9affa28a72e0,course-of-action,.bash_profile and .bashrc Mitigation,T1156
course-of-action--51048ba0-a5aa-41e7-bf5d-993cd217dfb2,course-of-action,Signed Script Proxy Execution Mitigation,T1216
course-of-action--514e7371-a344-4de7-8ec3-3aa42b801d52,course-of-action,Multi-Stage Channels Mitigation,T1104
course-of-action--515f6584-fa98-44fe-a4e8-e428c7188514,course-of-action,Fallback Channels Mitigation,T1008
course-of-action--51b37302-b844-4c08-ac98-ae6955ed1f55,course-of-action,Screen Capture Mitigation,T1113
course-of-action--5391ece4-8866-415d-9b5e-8dc5944f612a,course-of-action,Source Mitigation,T1153
course-of-action--53b3b027-bed3-480c-9101-1247047d0fe6,course-of-action,Remote Desktop Protocol Mitigation,T1076
course-of-action--54246e2e-683f-4bf2-be4c-d7d5a60e7d22,course-of-action,LLMNR/NBT-NS Poisoning Mitigation,T1171
course-of-action--548bf7ad-e19c-4d74-84bf-84ac4e57f505,course-of-action,User Execution Mitigation,T1204
course-of-action--54e8722d-2faf-4b1b-93b6-6cbf9551669f,course-of-action,Hardware Additions Mitigation,T1200
course-of-action--56648de3-8947-4559-90c4-eda10acc0f5a,course-of-action,Keychain Mitigation,T1142
course-of-action--57019a80-8523-46b6-be7d-f763a15a2cc6,course-of-action,Scripting Mitigation,T1064
course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312,course-of-action,Code Signing,M1045
course-of-action--5c167af7-c2cb-42c8-ae67-3fb275bf8488,course-of-action,Timestomp Mitigation,T1099
course-of-action--5c49bc54-9929-48ca-b581-7018219b5a97,course-of-action,Account Discovery Mitigation,T1087
course-of-action--5d8507c4-603e-4fe1-8a4a-b8241f58734b,course-of-action,Defacement Mitigation,T1491
course-of-action--609191bf-7d06-40e4-b1f8-9e11eb3ff8a6,course-of-action,Environment Variable Permissions,M1039
course-of-action--61d02387-351a-453e-a575-160a9abc3e04,course-of-action,Re-opened Applications Mitigation,T1164
course-of-action--624d063d-cda8-4616-b4e4-54c04e427aec,course-of-action,Netsh Helper DLL Mitigation,T1128
course-of-action--62ae52c9-7197-4f5b-be1d-10d2e1df2c96,course-of-action,Domain Fronting Mitigation,T1172
course-of-action--65401701-019d-44ff-b223-08d520bb0e7b,course-of-action,Data Loss Prevention,M1057
course-of-action--654addf1-47ab-410a-8578-e1a0dc2a49b8,course-of-action,Network Denial of Service Mitigation,T1498
course-of-action--65da1eb6-d35d-4853-b280-98a76c0aef53,course-of-action,Exploit Public-Facing Application Mitigation,T1190
course-of-action--676975b9-7e8e-463d-a31e-4ed2ecbfed81,course-of-action,Component Firmware Mitigation,T1109
course-of-action--684feec3-f9ba-4049-9d8f-52d52f3e0e40,course-of-action,System Network Configuration Discovery Mitigation,T1016
course-of-action--6cac62ce-550b-4793-8ee6-6a1b8836edb0,course-of-action,Indicator Removal on Host Mitigation,T1070
course-of-action--6e7db820-9735-4545-bc64-039bc4ce354b,course-of-action,LC_MAIN Hijacking Mitigation,T1149
course-of-action--7009ba4d-83d4-4851-9fbb-e09e28497765,course-of-action,Forced Authentication Mitigation,T1187
course-of-action--70886857-0f19-4caa-b081-548354a8a994,course-of-action,Firmware Corruption Mitigation,T1495
course-of-action--72dade3e-1cba-4182-b3b3-a77ca52f02a1,course-of-action,Privileged Process Integrity,M1025
course-of-action--752db800-ea54-4e7a-b4c1-2a0292350ea7,course-of-action,Multi-hop Proxy Mitigation,T1188
course-of-action--7708ac15-4beb-4863-a1a5-da2d63fb8a3c,course-of-action,XSL Script Processing Mitigation,T1220
course-of-action--77fd4d73-6b79-4593-82e7-e4a439cc7604,course-of-action,LC_LOAD_DYLIB Addition Mitigation,T1161
course-of-action--787fb64d-c87b-4ee5-a341-0ef17ec4c15c,course-of-action,Do Not Mitigate,M1055
course-of-action--78bb71be-92b4-46de-acd6-5f998fedf1cc,course-of-action,Pre-compromise,M1056
course-of-action--797312d4-8a84-4daf-9c56-57da4133c322,course-of-action,Trusted Relationship Mitigation,T1199
course-of-action--7a14d974-f3d9-4e4e-9b7d-980385762908,course-of-action,DLL Side-Loading Mitigation,T1073
course-of-action--7a4d0054-53cd-476f-88af-955dddc80ee0,course-of-action,Drive-by Compromise Mitigation,T1189
course-of-action--7a6e5ca3-562f-4185-a323-f3b62b5b2e6b,course-of-action,LSASS Driver Mitigation,T1177
course-of-action--7aee8ea0-0baa-4232-b379-5d9ce98352cf,course-of-action,Hooking Mitigation,T1179
course-of-action--7bb5fae9-53ad-4424-866b-f0ea2a8b731d,course-of-action,SSL/TLS Inspection,M1020
course-of-action--7c1796c7-9fc3-4c3e-9416-527295bf5d95,course-of-action,Commonly Used Port Mitigation,T1043
course-of-action--7c39ebbf-244e-4d1c-b0ac-b282453ece43,course-of-action,Process Hollowing Mitigation,T1093
course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,course-of-action,Boot Integrity,M1046
course-of-action--7ee0879d-ce4f-4f54-a96b-c532dfb98ffd,course-of-action,Data from Local System Mitigation,T1005
course-of-action--809b79cd-be78-4597-88d1-5496d1d9993a,course-of-action,Trap Mitigation,T1154
course-of-action--80c91478-ac87-434f-bee7-11f37aec4d74,course-of-action,Dynamic Data Exchange Mitigation,T1173
course-of-action--82c21600-ccb6-4232-8c04-ef3792b56628,course-of-action,Endpoint Denial of Service Mitigation,T1499
course-of-action--82d8e990-c901-4aed-8596-cc002e7eb307,course-of-action,System Time Discovery Mitigation,T1124
course-of-action--82fbc58b-171d-4a2d-9a20-c6b2a716bd08,course-of-action,Code Signing Mitigation,T1116
course-of-action--83130e62-bca6-4a81-bd4b-8e233bd49db6,course-of-action,Systemd Service Mitigation,T1501
course-of-action--84d633a4-dd93-40ca-8510-40238c021931,course-of-action,Hidden Files and Directories Mitigation,T1158
course-of-action--86598de0-b347-4928-9eb0-0acbfc21908c,course-of-action,Network Segmentation,M1030
course-of-action--874c0166-e407-45c2-a1d9-e4e3a6570fd8,course-of-action,Threat Intelligence Program,M1019
course-of-action--8a61f6b9-6b7a-4cf2-8e08-f1e26434f6df,course-of-action,Input Prompt Mitigation,T1141
course-of-action--8b36d944-f274-4d46-9acd-dbba6927ce7a,course-of-action,Registry Run Keys / Startup Folder Mitigation,T1060
course-of-action--8bd1ae32-a686-48f4-a6f8-470287f76152,course-of-action,Automated Collection Mitigation,T1119
course-of-action--8c918d8a-11c5-4ffd-af10-e74bc06bdfae,course-of-action,Rundll32 Mitigation,T1085
course-of-action--8f6b5ca6-263a-4ea9-98f3-afd2a3cd8119,course-of-action,Spearphishing Attachment Mitigation,T1193
course-of-action--902286b2-96cc-4dd7-931f-e7340c9961da,course-of-action,File System Logical Offsets Mitigation,T1006
course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,course-of-action,Password Policies,M1027
course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,course-of-action,Behavior Prevention on Endpoint,M1040
course-of-action--910482b1-6749-4934-abcb-3e34d58294fc,course-of-action,Distributed Component Object Model Mitigation,T1175
course-of-action--91816292-3686-4a6e-83c4-4c08513b9b57,course-of-action,CMSTP Mitigation,T1191
course-of-action--92c28497-2820-445e-9f3e-a03dd77dc0c8,course-of-action,Exfiltration Over Command and Control Channel Mitigation,T1041
course-of-action--92e6d080-ca3f-4f95-bc45-172a32c4e502,course-of-action,Exploitation for Privilege Escalation Mitigation,T1068
course-of-action--9378f139-10ef-4e4b-b679-2255a0818902,course-of-action,Service Registry Permissions Weakness Mitigation,T1058
course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,course-of-action,User Account Management,M1018
course-of-action--943d370b-2054-44df-8be2-ab4139bde1c5,course-of-action,Authentication Package Mitigation,T1131
course-of-action--94927849-03e3-4a07-8f4c-9ee21b626719,course-of-action,Startup Items Mitigation,T1165
course-of-action--94e95eeb-7cdb-4bd7-afba-f32fda303dbb,course-of-action,Network Share Connection Removal Mitigation,T1126
course-of-action--94f6b4f5-b528-4f50-91d5-f66457c2f8f7,course-of-action,Man in the Browser Mitigation,T1185
course-of-action--95c29444-49f9-49f7-8b20-bcd68d8fcaa6,course-of-action,AppCert DLLs Mitigation,T1182
course-of-action--95ddb356-7ba0-4bd9-a889-247262b8946f,course-of-action,Rootkit Mitigation,T1014
course-of-action--96150c35-466f-4f0a-97a9-ae87ee27f751,course-of-action,Bootkit Mitigation,T1067
course-of-action--96913243-2b5e-4483-a65c-bb152ddd2f04,course-of-action,DLL Search Order Hijacking Mitigation,T1038
course-of-action--97d8eadb-0459-4c1d-bf1a-e053bd75df61,course-of-action,Supply Chain Compromise Mitigation,T1195
course-of-action--987988f0-cf86-4680-a875-2f6456ab2448,course-of-action,Restrict File and Directory Permissions,M1022
course-of-action--9a5b7194-88e0-4579-b82f-e3c27b8cca80,course-of-action,Create Account Mitigation,T1136
course-of-action--9a902722-cecd-4fbe-a6c9-49333aa0f8c2,course-of-action,Remote System Discovery Mitigation,T1018
course-of-action--9ab7de33-99b2-4d8d-8cf3-182fa0015cc2,course-of-action,Logon Scripts Mitigation,T1037
course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,course-of-action,Privileged Account Management,M1026
course-of-action--9da16278-c6c5-4410-8a6b-9c16ce8005b3,course-of-action,Screensaver Mitigation,T1180
course-of-action--9e57c770-5a39-49a2-bb91-253ba629e3ac,course-of-action,Security Support Provider Mitigation,T1101
course-of-action--a0d8db1d-a731-4428-8209-c07175f4b1fe,course-of-action,Uncommonly Used Port Mitigation,T1065
course-of-action--a13e35cc-8c90-4d77-a965-5461042c1612,course-of-action,Shortcut Modification Mitigation,T1023
course-of-action--a1482e43-f3ff-4fbd-94de-ad1244738166,course-of-action,Time Providers Mitigation,T1209
course-of-action--a2c36a5d-4058-475e-8e77-fff75e50d3b9,course-of-action,Restrict Registry Permissions,M1024
course-of-action--a3e12b04-8598-4909-8855-2c97c1e7d549,course-of-action,Kerberoasting Mitigation,T1208
course-of-action--a569295c-a093-4db4-9fb4-7105edef85ad,course-of-action,Custom Cryptographic Protocol Mitigation,T1024
course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,course-of-action,Antivirus/Antimalware,M1049
course-of-action--a766ce73-5583-48f3-b7c0-0bb43c6ef8c7,course-of-action,Standard Cryptographic Protocol Mitigation,T1032
course-of-action--a90da496-b460-47e8-92e7-cc36eb00bd9a,course-of-action,Regsvcs/Regasm Mitigation,T1121
course-of-action--a98be93b-a75b-4dd4-8a72-4dfd0b5e25bb,course-of-action,Exfiltration Over Other Network Medium Mitigation,T1011
course-of-action--aaa92b37-f96c-4a0a-859c-b1cb6faeb13d,course-of-action,Graphical User Interface Mitigation,T1061
course-of-action--ac008435-af58-4f77-988a-c9b96c5920f5,course-of-action,NTFS File Attributes Mitigation,T1096
course-of-action--ace4daee-f914-4707-be75-843f16da2edf,course-of-action,Bash History Mitigation,T1139
course-of-action--ad7f983d-d5a8-4fce-a38c-b68eda61bf4e,course-of-action,Spearphishing Link Mitigation,T1192
course-of-action--ae56a49d-5281-45c5-ab95-70a1439c338e,course-of-action,Compile After Delivery Mitigation,T1500
course-of-action--aeff5887-8f9e-48d5-a523-9b395e2ce80a,course-of-action,Credential Dumping Mitigation,T1003
course-of-action--af093bc8-7b59-4e2a-9da8-8e839b4c50c6,course-of-action,Remote Access Tools Mitigation,T1219
course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,course-of-action,Multi-factor Authentication,M1032
course-of-action--b52f41b9-ccf6-4da7-a6c0-167eeb71fbd8,course-of-action,Browser Extensions Mitigation,T1176
course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067,course-of-action,Software Configuration,M1054
course-of-action--b70627f7-3b43-4c6f-8fc0-c918c41f8f72,course-of-action,DCShadow Mitigation,T1207
course-of-action--b7b2c89c-09c1-4b71-ae7c-000ec2893aab,course-of-action,New Service Mitigation,T1050
course-of-action--b8d57b16-d8e2-428c-a645-1083795b3445,course-of-action,Communication Through Removable Media Mitigation,T1092
course-of-action--b91c2f9e-c1a0-44df-95f0-9e7c9d1d5e55,course-of-action,SID-History Injection Mitigation,T1178
course-of-action--b9f0c069-abbe-4a07-a245-2481219a1463,course-of-action,Application Isolation and Sandboxing,M1048
course-of-action--ba06d68a-4891-4eb5-b634-152e05ec60ee,course-of-action,Data Transfer Size Limits Mitigation,T1030
course-of-action--bb25b897-bfc7-4128-839d-52e9764dbfa6,course-of-action,Inhibit System Recovery Mitigation,T1490
course-of-action--bcc91b8c-f104-4710-964e-1d5409666736,course-of-action,Web Shell Mitigation,T1100
course-of-action--bcee7b05-89a6-41a5-b7aa-fce4da7ede9e,course-of-action,Pass the Hash Mitigation,T1075
course-of-action--bd2554b8-634f-4434-a986-9b49c29da2ae,course-of-action,Security Software Discovery Mitigation,T1063
course-of-action--beb45abb-11e8-4aef-9778-1f9ac249784f,course-of-action,Bypass User Account Control Mitigation,T1088
course-of-action--c085476e-1964-4d7f-86e1-d8657a7741e8,course-of-action,Accessibility Features Mitigation,T1015
course-of-action--c1676218-c16a-41c9-8f7a-023779916e39,course-of-action,System Network Connections Discovery Mitigation,T1049
course-of-action--c3cf2312-3aab-4aaf-86e6-ab3505430482,course-of-action,Rc.common Mitigation,T1163
course-of-action--c47a9b55-8f61-4b82-b833-1db6242c754e,course-of-action,Local Job Scheduling Mitigation,T1168
course-of-action--c61e2da1-f51f-424c-b152-dc930d4f2e70,course-of-action,Environmental Keying Mitigation,T1480
course-of-action--c61fee9f-16fb-4f8c-bbf0-869093fcd4a6,course-of-action,Access Token Manipulation Mitigation,T1134
course-of-action--c620e3a1-fff5-424f-abea-d2b0f3616f67,course-of-action,System Information Discovery Mitigation,T1082
course-of-action--c7e49501-6021-414f-bfa1-94519d8ec314,course-of-action,Template Injection Mitigation,T1221
course-of-action--c861bcb1-946f-450d-ab75-d4e3c1103a56,course-of-action,Spearphishing via Service Mitigation,T1194
course-of-action--c88151a5-fe3f-4773-8147-d801587065a4,course-of-action,Application Deployment Software Mitigation,T1017
course-of-action--c95c8b5c-b431-43c9-9557-f494805e2502,course-of-action,Software Packing Mitigation,T1045
course-of-action--cb825b86-3f3b-4686-ba99-44878f5d3173,course-of-action,BITS Jobs Mitigation,T1197
course-of-action--cba5667e-e3c6-44a4-811c-266dbc00e440,course-of-action,Extra Window Memory Injection Mitigation,T1181
course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,course-of-action,Audit,M1047
course-of-action--cdecc44a-1dbf-4c1f-881c-f21e3f47272a,course-of-action,Remote File Copy Mitigation,T1105
course-of-action--cfc2d2fc-14ff-495f-bd99-585be47b804f,course-of-action,Application Shimming Mitigation,T1138
course-of-action--cfd2cd3b-93e7-4b3e-ab46-f8bcafdbdfcf,course-of-action,Execution through Module Load Mitigation,T1129
course-of-action--d01f473f-3cdc-4867-9e55-1de9cf1986f0,course-of-action,Deobfuscate/Decode Files or Information Mitigation,T1140
course-of-action--d0415180-51e9-40ce-b57c-c332b0b441f2,course-of-action,PowerShell Mitigation,T1086
course-of-action--d0fcf37a-b6c4-4745-9c43-4fcdb8bfc88e,course-of-action,Data Obfuscation Mitigation,T1001
course-of-action--d256cb63-b021-4b4a-bb6d-1b42eea179a3,course-of-action,Network Service Scanning Mitigation,T1046
course-of-action--d2a24649-9694-4c97-9c62-ce7b270bf6a3,course-of-action,Exploit Protection,M1050
course-of-action--d2dce10b-3562-4d61-b2f5-7c6384b038e2,course-of-action,Mshta Mitigation,T1170
course-of-action--d45f03a8-790a-4f90-b956-cd7e5b8886bf,course-of-action,Valid Accounts Mitigation,T1078
course-of-action--d4fd04e0-d1a4-4b5a-a5bb-16683cdbcce2,course-of-action,External Remote Services Mitigation,T1133
course-of-action--d5dce4b9-f1fa-4c03-aff9-ce177246cb64,course-of-action,Service Execution Mitigation,T1035
course-of-action--d7c49196-b40e-42bc-8eed-b803113692ed,course-of-action,Change Default File Association Mitigation,T1042
course-of-action--d8787791-d22e-45bb-a9a8-251d8d0a1ff2,course-of-action,System Service Discovery Mitigation,T1007
course-of-action--d9727aee-48b8-4fdb-89e2-4c49746ba4dd,course-of-action,Data from Network Shared Drive Mitigation,T1039
course-of-action--d9f4b5fa-2a39-4bdf-b40a-ea998933cd6d,course-of-action,Video Capture Mitigation,T1125
course-of-action--da987565-27b6-4b31-bbcd-74b909847116,course-of-action,Multiband Communication Mitigation,T1026
course-of-action--dbf0186e-722d-4a0a-af6a-b3460f162f84,course-of-action,Sudo Caching Mitigation,T1206
course-of-action--dc43c2fe-355e-4a79-9570-3267b0992784,course-of-action,Dylib Hijacking Mitigation,T1157
course-of-action--dd9a85ad-6a92-4986-a215-b01d0ce7b987,course-of-action,Permission Groups Discovery Mitigation,T1069
course-of-action--e0703d4f-3972-424a-8277-84004817e024,course-of-action,Path Interception Mitigation,T1034
course-of-action--e333cf16-5bfa-453e-8e6a-3a4c63d6bfcc,course-of-action,Launchctl Mitigation,T1152
course-of-action--e3388c78-2a8d-47c2-8422-c1398b324462,course-of-action,Active Directory Configuration,M1015
course-of-action--e547ed6a-f1ca-40df-8613-2ce27927f145,course-of-action,Exfiltration Over Physical Medium Mitigation,T1052
course-of-action--e5d930e9-775a-40ad-9bdb-b941d8dfe86b,course-of-action,Update Software,M1051
course-of-action--e8242a33-481c-4891-af63-4cf3e4cf6aff,course-of-action,Restrict Library Loading,M1044
course-of-action--e8d22ec6-2236-48de-954b-974d17492782,course-of-action,Two-Factor Authentication Interception Mitigation,T1111
course-of-action--e9362d25-4427-446b-99e8-b8f0c3b86615,course-of-action,Stored Data Manipulation Mitigation,T1492
