source_object_id,source_object_external_id,source_object_name,source_object_type,relationship,target_object_id,target_object_external_id,target_object_name,target_object_type
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807,M1021,Exfiltration Over Web Service,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--118f61a5-eb3e-4fb6-931f-2096647f4ecd,M1021,Domain Generation Algorithms,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--f005e783-57d4-4837-88ad-dbe7faee1c51,M1021,Application Access Token,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,M1021,Web Service,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b,M1021,Phishing,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,M1021,Visual Basic,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,M1021,One-Way Communication,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d,M1021,JavaScript,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,M1021,Exfiltration to Cloud Storage,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,M1021,Command and Scripting Interpreter,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4,M1021,System Binary Proxy Execution,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--86a96bf6-cf8b-411c-aaeb-8959944d64f7,M1021,Exfiltration to Code Repository,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--ba04e672-da86-4e69-aa15-0eca5db25f43,M1021,Exfiltration to Text Storage Sites,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9,M1021,Malicious Link,attack-pattern
course-of-action--21da4fd4-27ad-4e9c-b93d-0b9b14d02c96,M1021,Restrict Web-Based Content,course-of-action,mitigates,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,M1021,Spearphishing Attachment,attack-pattern
attack-pattern--43c9bc06-715b-42db-972f-52d25c09a20c,T1659,Content Injection,attack-pattern,related-to,x-mitre-tactic--ffd5bcee-6e16-4dd2-8eca-7b3beedf33ca,T1659,Initial Access,x-mitre-tactic
attack-pattern--43c9bc06-715b-42db-972f-52d25c09a20c,T1659,Content Injection,attack-pattern,related-to,x-mitre-tactic--f72804c5-f15a-449e-a5da-2eecd181f813,T1659,Command and Control,x-mitre-tactic
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--18cffc21-3260-437e-80e4-4ab8bf2ba5e9,,Application Exhaustion Flood,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,,Server Software Component,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--5b0ad6f8-6a16-4966-a4ef-d09ea6e2a9f5,,Remote Service Session Hijacking,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--0bda01d5-4c1d-4062-8ee2-6872334383c3,,Direct Network Flood,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--613d08bc-e8f4-4791-80b0-c8b974340dfd,,Exfiltration Over Bluetooth,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,,Proxy,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b,,Exfiltration Over Unencrypted Non-C2 Protocol,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,,Application Layer Protocol,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--67073dde-d720-45ae-83da-b12d5e73ca3b,,Active Scanning,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--79a4052e-1a89-4b09-aea6-51f1d11fe19c,,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,,Modify Registry,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--a782ebe2-daba-42c7-bc82-e8e9d923162d,,Multi-hop Proxy,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--84e02621-8fdf-470f-bd58-993bb6a89d91,,Multi-Stage Channels,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9,,Automated Exfiltration,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,,Spearphishing Link,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87,,Exfiltration Over Other Network Medium,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,,Non-Standard Port,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--0df05477-c572-4ed6-88a9-47c581f548f7,,OS Exhaustion Flood,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,,Endpoint Denial of Service,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,,Spearphishing Attachment,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f3d95a1f-bba2-44ce-9af7-37866cd63fd0,,At,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,,Forced Authentication,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,,Service Exhaustion Flood,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b,,Phishing,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--4ffc1794-ec3b-45be-9e52-42dbcb2af2de,,Network Address Translation Traversal,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,,OS Credential Dumping,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,,Service Execution,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,,Exfiltration Over Alternative Protocol,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f6ad61ee-65f3-4bd0-a3f5-2f0accb36317,,Spearphishing via Service,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,,Fallback Channels,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--4eeaf8a9-c86b-4954-a663-9555fb406466,,Scheduled Transfer,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--8e350c1d-ac79-4b5c-bd4e-7476d7e84ec5,,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,,Remote Desktop Protocol,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9,,Hardware Additions,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,,Windows Service,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--9e7452df-5144-4b6e-b04a-b66dd4016747,,Internal Spearphishing,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--ba04e672-da86-4e69-aa15-0eca5db25f43,,Exfiltration to Text Storage Sites,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--7bd9c723-2f78-4309-82c5-47cad406572b,,Dynamic Resolution,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,,Lateral Tool Transfer,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--8982a661-d84c-48c0-b4ec-1db29c6cf3bc,,Spearphishing Attachment,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,,SMB/Windows Admin Shares,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,,Scheduled Task,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,,Network Denial of Service,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,,Ingress Tool Transfer,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,,Web Service,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,,Web Protocols,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--8868cb5b-d575-4a60-acb2-07d37389a2fd,,Port Knocking,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,,Resource Hijacking,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--43f2776f-b4bd-4118-94b8-fee47e69676d,,Exfiltration Over Webhook,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,,Network Boundary Bridging,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,,Web Shell,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f6dacc85-b37d-458e-b58d-74fc4bbf5755,,Internal Proxy,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--035bb001-ab69-4a0b-9f6c-2de8b09e1b9d,,Adversary-in-the-Middle,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,,DNS,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f870408c-b1cd-49c7-a5c7-0ef0fc496cc6,,Spearphishing Service,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6,,Fast Flux DNS,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807,,Exfiltration Over Web Service,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230,,Spearphishing Link,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,,Bidirectional Communication,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,,System Owner/User Discovery,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e,,LLMNR/NBT-NS Poisoning and SMB Relay,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163,,DCSync,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--e0033c16-a07e-48aa-8204-7c3ca669998c,,RDP Hijacking,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,,Dead Drop Resolver,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,,File Transfer Protocols,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,,Exfiltration to Cloud Storage,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,,Data from Network Shared Drive,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--ac9e6b22-11bf-45d7-9181-c1cb08360931,,Data Manipulation,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,,One-Way Communication,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,,Network Service Discovery,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--118f61a5-eb3e-4fb6-931f-2096647f4ecd,,Domain Generation Algorithms,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,,Application or System Exploitation,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,,Remote Access Software,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,,External Remote Services,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6,,Transmitted Data Manipulation,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--4d2a5b3e-340d-4600-9123-309dd63c9bf8,,SSH Hijacking,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--60d0c01d-e2bf-49dd-a453-f8a9c9fa6f65,,Windows Remote Management,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b,,Protocol Tunneling,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--800f9819-7007-4540-a520-40e655876800,,Build Image on Host,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b,,Mail Protocols,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--59ff91cd-1430-4075-8563-e6f15f4f9ff5,,DHCP Spoofing,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,,External Proxy,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--86a96bf6-cf8b-411c-aaeb-8959944d64f7,,Exfiltration to Code Repository,attack-pattern
x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,,Network Traffic Flow,x-mitre-data-component,detects,attack-pattern--5502c4e9-24ef-4d5f-8ee9-9e906c2f82c4,,Vulnerability Scanning,attack-pattern
