source_dataset,source_object_id,source_object_external_id,source_object_name,source_object_type,relationship,target_object_id,target_object_external_id,target_object_name,target_object_type,target_dataset
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--7f0bb408-83bf-434f-88ca-3c792ba154df,PM-28,Risk Framing,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--f073738c-84b6-45df-8178-f60208bb66b6,PM-30,Supply Chain Risk Management Strategy,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--0ddcd9a6-a5f6-43e4-9c5e-42609f509fdc,PS-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--f6fbf3f4-f1de-40b7-9f5a-a6bf66388431,PT-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--8b052c23-500e-4d74-a3d1-fcf0bc8c4d7c,PT-2,Authority to Process Personally Identifiable Information,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--5e364396-8f84-4937-aa6f-6fd27547c796,PT-3,Personally Identifiable Information Processing Purposes,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--87518cd8-fe5a-445b-9ce8-bacafb833ef4,RA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--056d4596-b8dd-4c82-a953-5743a9973269,RA-3,Risk Assessment,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--4cdcbf2e-21ed-4ed2-b25c-14c2b9f2ed3c,RA-9,Criticality Analysis,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--1f9f6f0e-d20a-4b2a-a2bd-3212123093d5,SA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--82819a71-bbf1-4089-adef-fd5d940bacfe,SA-4,Acquisition Process,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--c5528574-1f50-41b8-b831-49b47352a3d1,SC-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--1342776c-6df2-4bc3-a8da-9e674a6ae99a,SC-38,Operations Security,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--08552484-20af-4ce6-b745-922d9f5f545c,SI-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--8b1be58d-0d3b-4f0d-9263-901304d63c66,SR-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--0e79872e-6182-427c-94e5-c29920edc403,PM-9,Risk Management Strategy,course-of-action,related-to,course-of-action--db7c77d8-066e-46f9-8a81-3bc0831a75a1,SR-2,Supply Chain Risk Management Plan,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--f798b00c-18c5-431a-a43e-31a6ee321138,PM-24,Data Integrity Board,course-of-action,related-to,course-of-action--b1389a08-464a-40a3-9a29-4496f4c6b3a6,AC-4,Information Flow Enforcement,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--f798b00c-18c5-431a-a43e-31a6ee321138,PM-24,Data Integrity Board,course-of-action,related-to,course-of-action--5a4ff518-72f7-40ed-a0ba-e4274861d5d3,PM-19,Privacy Program Leadership Role,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--f798b00c-18c5-431a-a43e-31a6ee321138,PM-24,Data Integrity Board,course-of-action,related-to,course-of-action--0415e0ac-b7c7-44ac-bc5f-443126fd1c6a,PM-23,Data Governance Body,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--f798b00c-18c5-431a-a43e-31a6ee321138,PM-24,Data Integrity Board,course-of-action,related-to,course-of-action--1b289dfb-6f85-4ac0-965d-374214c0d3d3,PT-8,Computer Matching Requirements,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--e8e37cf4-bb6a-40e7-b54b-68ca2ebe3516,AC-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--70f548f2-13d0-4f14-b139-d6d068c78787,AT-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--8c766062-c3af-4c1f-b487-03bcbadbebec,AU-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--1591c503-47be-4b66-9bed-9ad5f943f709,CA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--b90d399c-013d-43bb-bf27-3ec6267dd77e,CM-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--d7c58c85-d382-45e1-be64-dc884c834261,CP-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--a9a4ec70-7f1c-4f3b-90fc-453e3eac9ae5,IA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--bc35a358-7494-465e-b450-d686dc7f0605,IR-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--07e1b69f-7506-4d6c-a126-ea4c78282056,MA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--eb153a50-88fc-43ba-a88f-7ab6f1d5a3c4,MP-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--1f023a42-69f3-45bb-9e5f-4b7a491eb12f,PE-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--f42ad66f-ba19-4a77-8b1a-16b0997c3524,PL-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--29abb4bd-d79a-4555-9455-ba599f91ac70,PM-1,Information Security Program Plan,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--0ddcd9a6-a5f6-43e4-9c5e-42609f509fdc,PS-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--f6fbf3f4-f1de-40b7-9f5a-a6bf66388431,PT-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--87518cd8-fe5a-445b-9ce8-bacafb833ef4,RA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--1f9f6f0e-d20a-4b2a-a2bd-3212123093d5,SA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--c5528574-1f50-41b8-b831-49b47352a3d1,SC-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--08552484-20af-4ce6-b745-922d9f5f545c,SI-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--8b1be58d-0d3b-4f0d-9263-901304d63c66,SR-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--da346359-3c60-4c38-ae27-3866c3c24e07,PL-4,Rules of Behavior,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--a159b4fd-606c-4e0a-9f67-7d862b24fddd,PM-12,Insider Threat Program,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--85fd04ee-0bf6-4435-84eb-8237015c499d,PS-8,Personnel Sanctions,course-of-action,related-to,course-of-action--7f41edcb-114f-40f8-8f0a-69c487fc6e7d,PS-6,Access Agreements,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--e8e37cf4-bb6a-40e7-b54b-68ca2ebe3516,AC-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--70f548f2-13d0-4f14-b139-d6d068c78787,AT-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--8c766062-c3af-4c1f-b487-03bcbadbebec,AU-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--1591c503-47be-4b66-9bed-9ad5f943f709,CA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--b90d399c-013d-43bb-bf27-3ec6267dd77e,CM-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--d7c58c85-d382-45e1-be64-dc884c834261,CP-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--a9a4ec70-7f1c-4f3b-90fc-453e3eac9ae5,IA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--bc35a358-7494-465e-b450-d686dc7f0605,IR-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--07e1b69f-7506-4d6c-a126-ea4c78282056,MA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--eb153a50-88fc-43ba-a88f-7ab6f1d5a3c4,MP-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--1f023a42-69f3-45bb-9e5f-4b7a491eb12f,PE-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--f42ad66f-ba19-4a77-8b1a-16b0997c3524,PL-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--29abb4bd-d79a-4555-9455-ba599f91ac70,PM-1,Information Security Program Plan,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--0ddcd9a6-a5f6-43e4-9c5e-42609f509fdc,PS-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--f6fbf3f4-f1de-40b7-9f5a-a6bf66388431,PT-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--87518cd8-fe5a-445b-9ce8-bacafb833ef4,RA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--1f9f6f0e-d20a-4b2a-a2bd-3212123093d5,SA-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--c5528574-1f50-41b8-b831-49b47352a3d1,SC-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--08552484-20af-4ce6-b745-922d9f5f545c,SI-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--8b1be58d-0d3b-4f0d-9263-901304d63c66,SR-1,Policy and Procedures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--58beaae9-7788-444d-ae39-914b5d3156af,AC-16,Security and Privacy Attributes,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--94c94e34-0733-4d81-9501-4297c703a21b,AU-5,Response to Audit Logging Process Failures,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--d023a28c-4f44-46ca-b681-d2789b663e4c,AU-11,Audit Record Retention,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--8a139494-d2c8-4c0a-9f1a-b2d5d7836e05,CA-2,Control Assessments,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--9e41526f-41ef-4494-addb-188588f7d258,CA-3,Information Exchange,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--7f3a2871-240a-43ff-bc4f-7e517c0cafc8,CA-5,Plan of Action and Milestones,course-of-action,nist-sp-800-53-r5
nist-sp-800-53-r5,course-of-action--83703b26-2eaa-401a-8f67-a962c8de9835,SI-12,Information Management and Retention,course-of-action,related-to,course-of-action--90cb94bf-e9ba-4282-b06e-5cdcacbfd036,CA-6,Authorization,course-of-action,nist-sp-800-53-r5
