source_object_id,source_object_external_id,source_object_name,source_object_type,relationship,target_object_id,target_object_external_id,target_object_name,target_object_type
course-of-action--fb383db0-5a1f-42bb-ba04-6b7434508fdb,,coa-103-2,course-of-action,mitigates,attack-pattern--ec41b2b3-a3b6-4af0-be65-69e82907dfef,CAPEC-103,Clickjacking,attack-pattern
course-of-action--9d62b228-ecb8-4238-bc64-ef63f9d03bd5,,coa-104-0,course-of-action,mitigates,attack-pattern--ebf5cbfb-36d8-4983-9267-9d17bff3817f,CAPEC-104,Cross Zone Scripting,attack-pattern
course-of-action--ec174eec-0e8f-4c98-bfba-3ea29348c294,,coa-104-1,course-of-action,mitigates,attack-pattern--ebf5cbfb-36d8-4983-9267-9d17bff3817f,CAPEC-104,Cross Zone Scripting,attack-pattern
course-of-action--ebaa0190-21bc-40aa-835b-534ee9459aba,,coa-104-2,course-of-action,mitigates,attack-pattern--ebf5cbfb-36d8-4983-9267-9d17bff3817f,CAPEC-104,Cross Zone Scripting,attack-pattern
course-of-action--abf207ec-5477-490e-a258-3be7ce5376f4,,coa-104-3,course-of-action,mitigates,attack-pattern--ebf5cbfb-36d8-4983-9267-9d17bff3817f,CAPEC-104,Cross Zone Scripting,attack-pattern
course-of-action--d46c76e7-68c6-4e46-a3a2-d7dd40b98d75,,coa-104-4,course-of-action,mitigates,attack-pattern--ebf5cbfb-36d8-4983-9267-9d17bff3817f,CAPEC-104,Cross Zone Scripting,attack-pattern
course-of-action--94b24ec6-eaed-40ba-aa65-789101ea9a55,,coa-105-0,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--94b24ec6-eaed-40ba-aa65-789101ea9a55,,coa-105-0,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--94b24ec6-eaed-40ba-aa65-789101ea9a55,,coa-105-0,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--94b24ec6-eaed-40ba-aa65-789101ea9a55,,coa-105-0,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--64555d1a-a57e-49d9-b9f8-02c843ba1af5,,coa-105-1,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--64555d1a-a57e-49d9-b9f8-02c843ba1af5,,coa-105-1,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--64555d1a-a57e-49d9-b9f8-02c843ba1af5,,coa-105-1,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--64555d1a-a57e-49d9-b9f8-02c843ba1af5,,coa-105-1,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--0bc589af-7ac3-4771-b1db-defb88ba61b5,,coa-105-2,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--0bc589af-7ac3-4771-b1db-defb88ba61b5,,coa-105-2,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--0bc589af-7ac3-4771-b1db-defb88ba61b5,,coa-105-2,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--0bc589af-7ac3-4771-b1db-defb88ba61b5,,coa-105-2,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--65a59d08-b52c-4c78-b802-6e65c65f02e5,,coa-105-3,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--65a59d08-b52c-4c78-b802-6e65c65f02e5,,coa-105-3,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--65a59d08-b52c-4c78-b802-6e65c65f02e5,,coa-105-3,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--65a59d08-b52c-4c78-b802-6e65c65f02e5,,coa-105-3,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--948de9b9-7ad6-4bf5-8daf-f2208db360d6,,coa-105-4,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--948de9b9-7ad6-4bf5-8daf-f2208db360d6,,coa-105-4,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--948de9b9-7ad6-4bf5-8daf-f2208db360d6,,coa-105-4,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--948de9b9-7ad6-4bf5-8daf-f2208db360d6,,coa-105-4,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--4bd16590-2382-4a10-9712-f28b7bf84fec,,coa-105-5,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--4bd16590-2382-4a10-9712-f28b7bf84fec,,coa-105-5,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--4bd16590-2382-4a10-9712-f28b7bf84fec,,coa-105-5,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--4bd16590-2382-4a10-9712-f28b7bf84fec,,coa-105-5,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--5cc83b32-2b3e-41e5-94e8-2e2ea48bf660,,coa-105-6,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--5cc83b32-2b3e-41e5-94e8-2e2ea48bf660,,coa-105-6,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--5cc83b32-2b3e-41e5-94e8-2e2ea48bf660,,coa-105-6,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--5cc83b32-2b3e-41e5-94e8-2e2ea48bf660,,coa-105-6,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--43085d5c-cd1e-4175-9d44-f28f8f3cc5f9,,coa-105-7,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--43085d5c-cd1e-4175-9d44-f28f8f3cc5f9,,coa-105-7,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--43085d5c-cd1e-4175-9d44-f28f8f3cc5f9,,coa-105-7,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--43085d5c-cd1e-4175-9d44-f28f8f3cc5f9,,coa-105-7,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--50ea55ae-d8a8-4279-9dc9-05b6fb416b84,,coa-105-8,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--50ea55ae-d8a8-4279-9dc9-05b6fb416b84,,coa-105-8,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--50ea55ae-d8a8-4279-9dc9-05b6fb416b84,,coa-105-8,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--50ea55ae-d8a8-4279-9dc9-05b6fb416b84,,coa-105-8,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--a2e15722-f07d-44db-b988-af501e0f1e13,,coa-105-9,course-of-action,mitigates,attack-pattern--b89511b6-f0fb-4c1d-a884-a0d5a0d82b4e,CAPEC-105,HTTP Request Splitting,attack-pattern
course-of-action--a2e15722-f07d-44db-b988-af501e0f1e13,,coa-105-9,course-of-action,mitigates,attack-pattern--ae3f2c33-9018-442e-9cc3-24d65c7f4974,CAPEC-273,HTTP Response Smuggling,attack-pattern
course-of-action--a2e15722-f07d-44db-b988-af501e0f1e13,,coa-105-9,course-of-action,mitigates,attack-pattern--d845a25b-b140-438c-91d7-30b709bb6e18,CAPEC-33,HTTP Request Smuggling,attack-pattern
course-of-action--a2e15722-f07d-44db-b988-af501e0f1e13,,coa-105-9,course-of-action,mitigates,attack-pattern--ba694895-a0cf-494e-ace2-bf3488330b80,CAPEC-34,HTTP Response Splitting,attack-pattern
course-of-action--16cc4cf6-75a8-41a1-bbc7-eff92929bc02,,coa-107-0,course-of-action,mitigates,attack-pattern--f14acee3-770c-4154-a9b2-9eda908c6a9f,CAPEC-107,Cross Site Tracing,attack-pattern
course-of-action--db00ffba-8edb-4b26-be69-98de08e8b45c,,coa-107-1,course-of-action,mitigates,attack-pattern--f14acee3-770c-4154-a9b2-9eda908c6a9f,CAPEC-107,Cross Site Tracing,attack-pattern
course-of-action--d1918081-1fdb-428c-b1e3-8116e054620e,,coa-108-0,course-of-action,mitigates,attack-pattern--89acf77d-723b-43b4-b66d-6eaafed52369,CAPEC-108,Command Line Execution through SQL Injection,attack-pattern
course-of-action--dad09427-e3ef-43e9-8424-cfb6594bedb2,,coa-108-1,course-of-action,mitigates,attack-pattern--89acf77d-723b-43b4-b66d-6eaafed52369,CAPEC-108,Command Line Execution through SQL Injection,attack-pattern
course-of-action--901ac737-5a15-4ef1-be33-b2e36a8c50da,,coa-108-2,course-of-action,mitigates,attack-pattern--89acf77d-723b-43b4-b66d-6eaafed52369,CAPEC-108,Command Line Execution through SQL Injection,attack-pattern
course-of-action--fc27d692-9337-4434-bf26-3b58ffd7ab42,,coa-109-0,course-of-action,mitigates,attack-pattern--f0e32d0e-9580-4b79-95e0-6e3b99bf6e45,CAPEC-109,Object Relational Mapping Injection,attack-pattern
course-of-action--d19890d1-f3ad-4940-851c-62729cd33bf5,,coa-109-1,course-of-action,mitigates,attack-pattern--f0e32d0e-9580-4b79-95e0-6e3b99bf6e45,CAPEC-109,Object Relational Mapping Injection,attack-pattern
course-of-action--a2f0dd07-332e-41f6-951c-fa0994e302de,,coa-11-0,course-of-action,mitigates,attack-pattern--74a4fb36-83cb-4851-b09c-370f1a408523,CAPEC-11,Cause Web Server Misclassification,attack-pattern
course-of-action--b95cd192-7218-4771-85a6-6d6359c63b34,,coa-110-0,course-of-action,mitigates,attack-pattern--7c90bef7-530c-427b-8fb7-f9d3eda9c26a,CAPEC-110,SQL Injection through SOAP Parameter Tampering,attack-pattern
course-of-action--b4508bd0-d52b-4b82-b35c-ba342a6d024b,,coa-110-1,course-of-action,mitigates,attack-pattern--7c90bef7-530c-427b-8fb7-f9d3eda9c26a,CAPEC-110,SQL Injection through SOAP Parameter Tampering,attack-pattern
course-of-action--58d0cbaa-2fda-4d1c-bbe1-8405dc79acbb,,coa-110-2,course-of-action,mitigates,attack-pattern--7c90bef7-530c-427b-8fb7-f9d3eda9c26a,CAPEC-110,SQL Injection through SOAP Parameter Tampering,attack-pattern
course-of-action--f87b1daf-edf4-4fb0-bc8e-a042d0c2d43e,,coa-111-0,course-of-action,mitigates,attack-pattern--5b2d7149-c0f3-4b42-9c10-febe7dfd3ea5,CAPEC-111,JSON Hijacking (aka JavaScript Hijacking),attack-pattern
course-of-action--00b17d50-1313-4019-81d7-ac8cfda42439,,coa-111-1,course-of-action,mitigates,attack-pattern--5b2d7149-c0f3-4b42-9c10-febe7dfd3ea5,CAPEC-111,JSON Hijacking (aka JavaScript Hijacking),attack-pattern
course-of-action--9085eee9-2f7e-4b3b-bbea-dbc4f0d0044f,,coa-111-2,course-of-action,mitigates,attack-pattern--5b2d7149-c0f3-4b42-9c10-febe7dfd3ea5,CAPEC-111,JSON Hijacking (aka JavaScript Hijacking),attack-pattern
course-of-action--ec731c48-7174-45e1-85e5-b82150c25e2f,,coa-111-3,course-of-action,mitigates,attack-pattern--5b2d7149-c0f3-4b42-9c10-febe7dfd3ea5,CAPEC-111,JSON Hijacking (aka JavaScript Hijacking),attack-pattern
course-of-action--6863b358-1e48-48e0-b084-56c5cc603fb4,,coa-112-0,course-of-action,mitigates,attack-pattern--7b423196-9de6-400f-91de-a1f26b3f19f1,CAPEC-112,Brute Force,attack-pattern
course-of-action--aaaca7bd-c8e3-477f-8457-0dd2fa58b41c,,coa-112-1,course-of-action,mitigates,attack-pattern--7b423196-9de6-400f-91de-a1f26b3f19f1,CAPEC-112,Brute Force,attack-pattern
course-of-action--4cce5adb-bd38-46a1-b756-9c85290ad8e7,,coa-112-2,course-of-action,mitigates,attack-pattern--7b423196-9de6-400f-91de-a1f26b3f19f1,CAPEC-112,Brute Force,attack-pattern
course-of-action--b173381f-e049-4ddb-b252-3cd3e9860f04,,coa-116-0,course-of-action,mitigates,attack-pattern--913426fa-ea1f-43b0-8492-1d363ea109d6,CAPEC-116,Excavation,attack-pattern
course-of-action--f79678b2-0a62-418a-907b-5e73dd03e3bc,,coa-116-1,course-of-action,mitigates,attack-pattern--913426fa-ea1f-43b0-8492-1d363ea109d6,CAPEC-116,Excavation,attack-pattern
course-of-action--2e4a2bce-d5ab-429d-91d4-b26c22f7f02b,,coa-117-0,course-of-action,mitigates,attack-pattern--bdc2219a-ebe0-4372-90b8-841dd7bd4c8e,CAPEC-117,Interception,attack-pattern
course-of-action--a9ab8b72-4e44-4c81-bf44-e366ff5503d4,,coa-12-0,course-of-action,mitigates,attack-pattern--d9904019-98fa-4beb-ae5a-f667e516269e,CAPEC-12,Choosing Message Identifier,attack-pattern
course-of-action--dcc7f9fa-ae3e-4b43-ae71-e3c7a72ea187,,coa-12-1,course-of-action,mitigates,attack-pattern--d9904019-98fa-4beb-ae5a-f667e516269e,CAPEC-12,Choosing Message Identifier,attack-pattern
course-of-action--001320df-5e57-4ed3-bcf8-7e79dfe846aa,,coa-120-0,course-of-action,mitigates,attack-pattern--fb506d15-6cda-4669-8fc2-fb41061099d9,CAPEC-120,Double Encoding,attack-pattern
course-of-action--001320df-5e57-4ed3-bcf8-7e79dfe846aa,,coa-120-0,course-of-action,mitigates,attack-pattern--a1af7c24-25cb-46e5-a27b-ed316e1f91ce,CAPEC-267,Leverage Alternate Encoding,attack-pattern
course-of-action--001320df-5e57-4ed3-bcf8-7e79dfe846aa,,coa-120-0,course-of-action,mitigates,attack-pattern--feed1b00-2f2b-490f-aee1-0de5b1fbf732,CAPEC-64,Using Slashes and URL Encoding Combined to Bypass Validation Logic,attack-pattern
course-of-action--001320df-5e57-4ed3-bcf8-7e79dfe846aa,,coa-120-0,course-of-action,mitigates,attack-pattern--d859e461-7ca6-46a6-842e-3f1750bc8415,CAPEC-72,URL Encoding,attack-pattern
course-of-action--001320df-5e57-4ed3-bcf8-7e79dfe846aa,,coa-120-0,course-of-action,mitigates,attack-pattern--2f463f26-84b9-4ab2-9b98-63c817fb3497,CAPEC-80,Using UTF-8 Encoding to Bypass Validation Logic,attack-pattern
course-of-action--1b63d492-1270-4630-97ef-521ac9d05eec,,coa-120-1,course-of-action,mitigates,attack-pattern--fb506d15-6cda-4669-8fc2-fb41061099d9,CAPEC-120,Double Encoding,attack-pattern
course-of-action--1b63d492-1270-4630-97ef-521ac9d05eec,,coa-120-1,course-of-action,mitigates,attack-pattern--feed1b00-2f2b-490f-aee1-0de5b1fbf732,CAPEC-64,Using Slashes and URL Encoding Combined to Bypass Validation Logic,attack-pattern
course-of-action--95ef6587-c787-4051-b664-b5e8ca753c20,,coa-120-2,course-of-action,mitigates,attack-pattern--fb506d15-6cda-4669-8fc2-fb41061099d9,CAPEC-120,Double Encoding,attack-pattern
course-of-action--95ef6587-c787-4051-b664-b5e8ca753c20,,coa-120-2,course-of-action,mitigates,attack-pattern--feed1b00-2f2b-490f-aee1-0de5b1fbf732,CAPEC-64,Using Slashes and URL Encoding Combined to Bypass Validation Logic,attack-pattern
course-of-action--95ef6587-c787-4051-b664-b5e8ca753c20,,coa-120-2,course-of-action,mitigates,attack-pattern--d859e461-7ca6-46a6-842e-3f1750bc8415,CAPEC-72,URL Encoding,attack-pattern
course-of-action--95ef6587-c787-4051-b664-b5e8ca753c20,,coa-120-2,course-of-action,mitigates,attack-pattern--eba7bbc3-fb5e-46c4-8547-742d1d144fb3,CAPEC-79,Using Slashes in Alternate Encoding,attack-pattern
course-of-action--3833d761-4a54-4ed3-994b-c7c76c465ae0,,coa-120-3,course-of-action,mitigates,attack-pattern--fb506d15-6cda-4669-8fc2-fb41061099d9,CAPEC-120,Double Encoding,attack-pattern
course-of-action--3833d761-4a54-4ed3-994b-c7c76c465ae0,,coa-120-3,course-of-action,mitigates,attack-pattern--feed1b00-2f2b-490f-aee1-0de5b1fbf732,CAPEC-64,Using Slashes and URL Encoding Combined to Bypass Validation Logic,attack-pattern
course-of-action--3833d761-4a54-4ed3-994b-c7c76c465ae0,,coa-120-3,course-of-action,mitigates,attack-pattern--d859e461-7ca6-46a6-842e-3f1750bc8415,CAPEC-72,URL Encoding,attack-pattern
course-of-action--3833d761-4a54-4ed3-994b-c7c76c465ae0,,coa-120-3,course-of-action,mitigates,attack-pattern--07e5901d-0f6d-41a9-ac19-e00eecece95f,CAPEC-78,Using Escaped Slashes in Alternate Encoding,attack-pattern
course-of-action--1f048925-3094-483c-abf2-c5efe689193a,,coa-120-4,course-of-action,mitigates,attack-pattern--fb506d15-6cda-4669-8fc2-fb41061099d9,CAPEC-120,Double Encoding,attack-pattern
course-of-action--1f048925-3094-483c-abf2-c5efe689193a,,coa-120-4,course-of-action,mitigates,attack-pattern--feed1b00-2f2b-490f-aee1-0de5b1fbf732,CAPEC-64,Using Slashes and URL Encoding Combined to Bypass Validation Logic,attack-pattern
